===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MyStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,TimeReturn,len,timereturn
211,,211,2020-01-05 00:00:00,3221.75,3229.0,3215.25,3227.5,28754.0,0.0,MyStrategy,211,737429.0,Broker,211,19584.794994187498,19585.794994187498,BuySell,211,,,Trades - Net Profit/Loss,211,,,TimeReturn,211,0.0003575296642146508
212,,212,2020-01-06 00:00:00,3227.5,3252.5,3207.75,3251.0,232288.0,0.0,MyStrategy,212,737430.0,Broker,212,19561.294994187498,19562.294994187498,BuySell,212,,,Trades - Net Profit/Loss,212,,,TimeReturn,212,-0.001199849176761747
213,,213,2020-01-07 00:00:00,3250.75,3253.5,3180.0,3223.0,390660.0,0.0,MyStrategy,213,737431.0,Broker,213,19528.592818962497,19529.592818962497,BuySell,213,3132.3,,Trades - Net Profit/Loss,213,,-29.681603674999476,TimeReturn,213,-0.001671694207388108
214,,214,2020-01-08 00:00:00,3223.25,3266.5,3221.0,3262.25,322375.0,0.0,MyStrategy,214,737432.0,Broker,214,19567.842818962497,19568.842818962497,BuySell,214,,,Trades - Net Profit/Loss,214,,,TimeReturn,214,0.0020097705243444786
215,,215,2020-01-09 00:00:00,3262.25,3283.75,3261.5,3282.25,193151.0,0.0,MyStrategy,215,737433.0,Broker,215,19587.842818962497,19588.842818962497,BuySell,215,,,Trades - Net Profit/Loss,215,,,TimeReturn,215,0.0010220328399090928
216,,216,2020-01-10 00:00:00,3282.25,3286.0,3259.75,3262.5,205923.0,0.0,MyStrategy,216,737434.0,Broker,216,19568.092818962497,19569.092818962497,BuySell,216,,,Trades - Net Profit/Loss,216,,,TimeReturn,216,-0.0010082269883181505
217,,217,2020-01-12 00:00:00,3264.75,3273.25,3264.5,3272.25,12020.0,0.0,MyStrategy,217,737436.0,Broker,217,19577.842818962497,19578.842818962497,BuySell,217,,,Trades - Net Profit/Loss,217,,,TimeReturn,217,0.0004982346443036523
218,,218,2020-01-13 00:00:00,3272.25,3295.5,3267.0,3288.25,157540.0,0.0,MyStrategy,218,737437.0,Broker,218,19593.842818962497,19594.842818962497,BuySell,218,,,Trades - Net Profit/Loss,218,,,TimeReturn,218,0.0008172086648809973
219,,219,2020-01-14 00:00:00,3288.25,3294.0,3274.25,3279.75,272737.0,0.0,MyStrategy,219,737438.0,Broker,219,19585.342818962497,19586.342818962497,BuySell,219,,,Trades - Net Profit/Loss,219,,,TimeReturn,219,-0.00043378760822587736
220,,220,2020-01-15 00:00:00,3279.5,3299.0,3278.0,3297.25,229178.0,0.0,MyStrategy,220,737439.0,Broker,220,19602.842818962497,19603.842818962497,BuySell,220,,,Trades - Net Profit/Loss,220,,,TimeReturn,220,0.0008934797150113027
221,,221,2020-01-16 00:00:00,3297.25,3322.75,3296.75,3316.75,178319.0,0.0,MyStrategy,221,737440.0,Broker,221,19622.342818962497,19623.342818962497,BuySell,221,,,Trades - Net Profit/Loss,221,,,TimeReturn,221,0.0009947029355457104
222,,222,2020-01-17 00:00:00,3316.5,3329.25,3316.25,3322.25,158590.0,0.0,MyStrategy,222,737441.0,Broker,222,19627.842818962497,19628.842818962497,BuySell,222,,,Trades - Net Profit/Loss,222,,,TimeReturn,222,0.00028027844443934136
223,,223,2020-01-19 00:00:00,3323.5,3327.5,3322.0,3325.25,7103.0,0.0,MyStrategy,223,737443.0,Broker,223,19630.842818962497,19631.842818962497,BuySell,223,,,Trades - Net Profit/Loss,223,,,TimeReturn,223,0.00015283631478779647
224,,224,2020-01-20 00:00:00,3325.25,3325.75,3307.75,3310.5,45035.0,0.0,MyStrategy,224,737444.0,Broker,224,19616.092818962497,19617.092818962497,BuySell,224,,,Trades - Net Profit/Loss,224,,,TimeReturn,224,-0.0007513303838064811
225,,225,2020-01-21 00:00:00,3310.5,3335.5,3306.25,3333.5,236638.0,0.0,MyStrategy,225,737445.0,Broker,225,19639.092818962497,19640.092818962497,BuySell,225,,,Trades - Net Profit/Loss,225,,,TimeReturn,225,0.001172446917198977
226,,226,2020-01-22 00:00:00,3333.5,3336.5,3311.75,3315.25,221078.0,0.0,MyStrategy,226,737446.0,Broker,226,19620.842818962497,19621.842818962497,BuySell,226,,,Trades - Net Profit/Loss,226,,,TimeReturn,226,-0.0009292216777295748
227,,227,2020-01-23 00:00:00,3315.0,3331.0,3300.5,3328.75,339306.0,0.0,MyStrategy,227,737447.0,Broker,227,19634.342818962497,19635.342818962497,BuySell,227,,,Trades - Net Profit/Loss,227,,,TimeReturn,227,0.0006880087729044249
228,,228,2020-01-24 00:00:00,3328.75,3336.0,3279.5,3289.75,505595.0,0.0,MyStrategy,228,737448.0,Broker,228,19595.342818962497,19596.342818962497,BuySell,228,,,Trades - Net Profit/Loss,228,,,TimeReturn,228,-0.0019862143665928533
229,,229,2020-01-26 00:00:00,3272.0,3272.0,3251.0,3261.25,56032.0,0.0,MyStrategy,229,737450.0,Broker,229,19583.108600562497,19584.108600562497,BuySell,229,,3321.0799999999995,Trades - Net Profit/Loss,229,16.03180318750041,,TimeReturn,229,-0.0006243113071160433
230,,230,2020-01-27 00:00:00,3261.25,3265.5,3232.0,3254.0,495808.0,0.0,MyStrategy,230,737451.0,Broker,230,19590.358600562497,19591.358600562497,BuySell,230,,,Trades - Net Profit/Loss,230,,,TimeReturn,230,0.0003701981105124208
231,,231,2020-01-28 00:00:00,3254.0,3289.75,3241.0,3286.75,351728.0,0.0,MyStrategy,231,737452.0,Broker,231,19557.608600562497,19558.608600562497,BuySell,231,,,Trades - Net Profit/Loss,231,,,TimeReturn,231,-0.0016716553796866096
232,,232,2020-01-29 00:00:00,3287.0,3291.75,3250.5,3252.75,393510.0,0.0,MyStrategy,232,737453.0,Broker,232,19591.608600562497,19592.608600562497,BuySell,232,,,Trades - Net Profit/Loss,232,,,TimeReturn,232,0.001738364967282191
233,,233,2020-01-30 00:00:00,3252.5,3296.5,3238.5,3294.0,530422.0,0.0,MyStrategy,233,737454.0,Broker,233,19550.358600562497,19551.358600562497,BuySell,233,,,Trades - Net Profit/Loss,233,,,TimeReturn,233,-0.0021053858034409956
234,,234,2020-01-31 00:00:00,3294.0,3295.25,3211.5,3226.0,606951.0,0.0,MyStrategy,234,737455.0,Broker,234,19477.881450562498,19478.881450562498,BuySell,234,3163.3275,,Trades - Net Profit/Loss,234,,-26.855684199999967,TimeReturn,234,-0.0037070134859024106
235,,235,2020-02-02 00:00:00,3221.0,3249.5,3220.5,3244.0,69687.0,0.0,MyStrategy,235,737457.0,Broker,235,19446.949150562497,19447.949150562497,BuySell,235,,3298.2425,Trades - Net Profit/Loss,235,,-76.704725,TimeReturn,235,-0.0015879915937938582
236,,236,2020-02-03 00:00:00,3244.25,3266.25,3231.75,3262.5,363983.0,0.0,MyStrategy,236,737458.0,Broker,236,19428.449150562497,19429.449150562497,BuySell,236,,,Trades - Net Profit/Loss,236,,,TimeReturn,236,-0.0009512571149161708
237,,237,2020-02-04 00:00:00,3262.5,3304.25,3261.75,3294.5,337748.0,0.0,MyStrategy,237,737459.0,Broker,237,19396.449150562497,19397.449150562497,BuySell,237,,,Trades - Net Profit/Loss,237,,,TimeReturn,237,-0.001646984417933095
238,,238,2020-02-05 00:00:00,3294.25,3351.75,3288.0,3351.5,426396.0,0.0,MyStrategy,238,737460.0,Broker,238,19448.677362287497,19449.677362287497,BuySell,238,3238.68,,Trades - Net Profit/Loss,238,,-77.35204413749996,TimeReturn,238,0.0026925298950188914
239,,239,2020-02-06 00:00:00,3351.5,3356.5,3332.0,3340.0,284723.0,0.0,MyStrategy,239,737461.0,Broker,239,19437.177362287497,19438.177362287497,BuySell,239,,,Trades - Net Profit/Loss,239,,,TimeReturn,239,-0.0005912694481142733
240,,240,2020-02-07 00:00:00,3339.75,3346.75,3319.75,3321.75,350263.0,0.0,MyStrategy,240,737462.0,Broker,240,19418.927362287497,19419.927362287497,BuySell,240,,,Trades - Net Profit/Loss,240,,,TimeReturn,240,-0.0009388740343221347
241,,241,2020-02-09 00:00:00,3321.0,3333.5,3302.25,3323.75,63777.0,0.0,MyStrategy,241,737464.0,Broker,241,19420.927362287497,19421.927362287497,BuySell,241,,,Trades - Net Profit/Loss,241,,,TimeReturn,241,0.00010298699694843982
242,,242,2020-02-10 00:00:00,3324.0,3363.75,3313.75,3361.5,237343.0,0.0,MyStrategy,242,737465.0,Broker,242,19458.677362287497,19459.677362287497,BuySell,242,,,Trades - Net Profit/Loss,242,,,TimeReturn,242,0.0019436793936991048
243,,243,2020-02-11 00:00:00,3361.5,3373.5,3350.75,3363.25,279853.0,0.0,MyStrategy,243,737466.0,Broker,243,19460.427362287497,19461.427362287497,BuySell,243,,,Trades - Net Profit/Loss,243,,,TimeReturn,243,8.99295485439211e-05
244,,244,2020-02-12 00:00:00,3363.0,3381.5,3362.5,3366.5,241234.0,0.0,MyStrategy,244,737467.0,Broker,244,19463.677362287497,19464.677362287497,BuySell,244,,,Trades - Net Profit/Loss,244,,,TimeReturn,244,0.0001669970007593946
245,,245,2020-02-13 00:00:00,3366.5,3387.25,3347.5,3383.5,308594.0,0.0,MyStrategy,245,737468.0,Broker,245,19480.677362287497,19481.677362287497,BuySell,245,,,Trades - Net Profit/Loss,245,,,TimeReturn,245,0.0008733769218767229
246,,246,2020-02-14 00:00:00,3383.5,3385.25,3364.25,3379.75,206076.0,0.0,MyStrategy,246,737469.0,Broker,246,19476.927362287497,19477.927362287497,BuySell,246,,,Trades - Net Profit/Loss,246,,,TimeReturn,246,-0.00019248855887832317
247,,247,2020-02-16 00:00:00,3380.25,3388.75,3380.25,3386.25,18202.0,0.0,MyStrategy,247,737471.0,Broker,247,19483.427362287497,19484.427362287497,BuySell,247,,,Trades - Net Profit/Loss,247,,,TimeReturn,247,0.0003337110709522584
248,,248,2020-02-17 00:00:00,3386.25,3391.5,3366.25,3371.5,54051.0,0.0,MyStrategy,248,737472.0,Broker,248,19468.677362287497,19469.677362287497,BuySell,248,,,Trades - Net Profit/Loss,248,,,TimeReturn,248,-0.0007570148060163095
249,,249,2020-02-18 00:00:00,3371.5,3381.0,3354.25,3378.0,284783.0,0.0,MyStrategy,249,737473.0,Broker,249,19475.177362287497,19476.177362287497,BuySell,249,,,Trades - Net Profit/Loss,249,,,TimeReturn,249,0.0003338524762916961
250,,250,2020-02-19 00:00:00,3378.25,3396.5,3373.0,3381.5,229042.0,0.0,MyStrategy,250,737474.0,Broker,250,19478.677362287497,19479.677362287497,BuySell,250,,,Trades - Net Profit/Loss,250,,,TimeReturn,250,0.00017970672246891972
251,,251,2020-02-20 00:00:00,3381.25,3390.5,3338.5,3356.25,564605.0,0.0,MyStrategy,251,737475.0,Broker,251,19453.427362287497,19454.427362287497,BuySell,251,,,Trades - Net Profit/Loss,251,,,TimeReturn,251,-0.0012962227007354832
252,,252,2020-02-21 00:00:00,3356.25,3361.25,3326.75,3337.25,429613.0,0.0,MyStrategy,252,737476.0,Broker,252,19467.0583691625,19468.0583691625,BuySell,252,,3411.66875,Trades - Net Profit/Loss,252,56.67960930000013,,TimeReturn,252,0.0007006634850341698
253,,253,2020-02-23 00:00:00,3314.0,3314.0,3284.5,3292.5,76450.0,0.0,MyStrategy,253,737478.0,Broker,253,19511.8083691625,19512.8083691625,BuySell,253,,,Trades - Net Profit/Loss,253,,,TimeReturn,253,0.0022986370367001907
254,,254,2020-02-24 00:00:00,3292.75,3293.75,3212.75,3251.75,823388.0,0.0,MyStrategy,254,737479.0,Broker,254,19552.5583691625,19553.5583691625,BuySell,254,,,Trades - Net Profit/Loss,254,,,TimeReturn,254,0.0020883718647286553
255,,255,2020-02-25 00:00:00,3251.5,3257.25,3116.25,3148.75,1212111.0,0.0,MyStrategy,255,737480.0,Broker,255,19655.5583691625,19656.5583691625,BuySell,255,,,Trades - Net Profit/Loss,255,,,TimeReturn,255,0.005267583426781242
256,,256,2020-02-26 00:00:00,3148.75,3181.0,3057.5,3058.75,1078194.0,0.0,MyStrategy,256,737481.0,Broker,256,19745.5583691625,19746.5583691625,BuySell,256,,,Trades - Net Profit/Loss,256,,,TimeReturn,256,0.004578624513495333
257,,257,2020-02-27 00:00:00,3058.75,3103.0,2922.5,2933.25,1316683.0,0.0,MyStrategy,257,737482.0,Broker,257,19871.0583691625,19872.0583691625,BuySell,257,,,Trades - Net Profit/Loss,257,,,TimeReturn,257,0.006355537894440877
258,,258,2020-02-28 00:00:00,2933.25,2994.75,2852.0,2987.75,1556735.0,0.0,MyStrategy,258,737483.0,Broker,258,19816.5583691625,19817.5583691625,BuySell,258,,,Trades - Net Profit/Loss,258,,,TimeReturn,258,-0.002742544279387471
259,,259,2020-03-01 00:00:00,2903.0,2982.5,2887.0,2963.5,153867.0,0.0,MyStrategy,259,737485.0,Broker,259,19840.8083691625,19841.8083691625,BuySell,259,,,Trades - Net Profit/Loss,259,,,TimeReturn,259,0.0012236623477155373
260,,260,2020-03-02 00:00:00,2963.5,3095.25,2902.75,3064.5,861256.0,0.0,MyStrategy,260,737486.0,Broker,260,19739.8083691625,19740.8083691625,BuySell,260,,,Trades - Net Profit/Loss,260,,,TimeReturn,260,-0.005090261841101729
261,,261,2020-03-03 00:00:00,3064.75,3135.5,2972.0,3031.0,1088724.0,0.0,MyStrategy,261,737487.0,Broker,261,19700.9038497375,19701.9038497375,BuySell,261,2927.42,,Trades - Net Profit/Loss,261,286.3632437250003,,TimeReturn,261,-0.0019707662775234613
262,,262,2020-03-04 00:00:00,3030.5,3128.25,3026.75,3087.75,628293.0,0.0,MyStrategy,262,737488.0,Broker,262,19757.6538497375,19758.6538497375,BuySell,262,,,Trades - Net Profit/Loss,262,,,TimeReturn,262,0.002880432288819401
263,,263,2020-03-05 00:00:00,3088.5,3102.75,2974.75,2978.5,747781.0,0.0,MyStrategy,263,737489.0,Broker,263,19648.4038497375,19649.4038497375,BuySell,263,,,Trades - Net Profit/Loss,263,,,TimeReturn,263,-0.005529222832225011
264,,264,2020-03-06 00:00:00,2978.75,2996.0,2897.0,2962.75,839979.0,0.0,MyStrategy,264,737490.0,Broker,264,19632.6538497375,19633.6538497375,BuySell,264,,,Trades - Net Profit/Loss,264,,,TimeReturn,264,-0.000801551035361836
265,,265,2020-03-08 00:00:00,2915.5,2916.0,2818.0,2818.0,121949.0,0.0,MyStrategy,265,737492.0,Broker,265,19678.239924387497,19679.239924387497,BuySell,265,,2959.74,Trades - Net Profit/Loss,265,,-154.0342223874998,TimeReturn,265,0.002321833470167123
266,,266,2020-03-09 00:00:00,2818.0,2836.25,2693.75,2817.25,794105.0,0.0,MyStrategy,266,737493.0,Broker,266,19678.989924387497,19679.989924387497,BuySell,266,,,Trades - Net Profit/Loss,266,,,TimeReturn,266,3.811122801899991e-05
267,,267,2020-03-10 00:00:00,2817.25,2883.75,2727.25,2810.5,1085171.0,0.0,MyStrategy,267,737494.0,Broker,267,19685.739924387497,19686.739924387497,BuySell,267,,,Trades - Net Profit/Loss,267,,,TimeReturn,267,0.00034298798047838197
268,,268,2020-03-11 00:00:00,2810.5,2835.25,2606.25,2616.25,1230833.0,0.0,MyStrategy,268,737495.0,Broker,268,19879.989924387497,19880.989924387497,BuySell,268,,,Trades - Net Profit/Loss,268,,,TimeReturn,268,0.009867047603923762
269,,269,2020-03-12 00:00:00,2616.25,2668.0,2392.25,2398.5,1255256.0,0.0,MyStrategy,269,737496.0,Broker,269,20097.739924387497,20098.739924387497,BuySell,269,,,Trades - Net Profit/Loss,269,,,TimeReturn,269,0.010952673927614232
270,,270,2020-03-13 00:00:00,2398.75,2707.5,2396.0,2665.75,434693.0,0.0,MyStrategy,270,737497.0,Broker,270,19830.489924387497,19831.489924387497,BuySell,270,,,Trades - Net Profit/Loss,270,,,TimeReturn,270,-0.013296853484616844
271,,271,2020-03-15 00:00:00,2665.75,2665.75,2558.25,2558.25,8937.0,0.0,MyStrategy,271,737499.0,Broker,271,19937.989924387497,19938.989924387497,BuySell,271,,,Trades - Net Profit/Loss,271,,,TimeReturn,271,0.005420671891515516
272,,272,2020-03-16 00:00:00,2558.25,2558.25,2347.75,2488.75,854339.0,0.0,MyStrategy,272,737500.0,Broker,272,20007.489924387497,20008.489924387497,BuySell,272,,,Trades - Net Profit/Loss,272,,,TimeReturn,272,0.0034856329364505445
273,,273,2020-03-17 00:00:00,2489.0,2545.5,2354.75,2406.25,1313230.0,0.0,MyStrategy,273,737501.0,Broker,273,20089.989924387497,20090.989924387497,BuySell,273,,,Trades - Net Profit/Loss,273,,,TimeReturn,273,0.004123249696092568
274,,274,2020-03-18 00:00:00,2407.25,2464.25,2265.25,2288.25,1228977.0,0.0,MyStrategy,274,737502.0,Broker,274,20207.989924387497,20208.989924387497,BuySell,274,,,Trades - Net Profit/Loss,274,,,TimeReturn,274,0.005873279536951381
275,,275,2020-03-19 00:00:00,2287.75,2459.75,2276.25,2374.75,1606703.0,0.0,MyStrategy,275,737503.0,Broker,275,20121.489924387497,20122.489924387497,BuySell,275,,,Trades - Net Profit/Loss,275,,,TimeReturn,275,-0.004280273300330317
276,,276,2020-03-20 00:00:00,2375.0,2501.75,2262.25,2268.25,1516539.0,0.0,MyStrategy,276,737504.0,Broker,276,20227.989924387497,20228.989924387497,BuySell,276,,,Trades - Net Profit/Loss,276,,,TimeReturn,276,0.005292585579626863
277,,277,2020-03-22 00:00:00,2223.25,2233.75,2176.75,2201.0,125673.0,0.0,MyStrategy,277,737506.0,Broker,277,20295.239924387497,20296.239924387497,BuySell,277,,,Trades - Net Profit/Loss,277,,,TimeReturn,277,0.0033244368725957596
278,,278,2020-03-23 00:00:00,2200.75,2388.25,2177.75,2284.25,1350884.0,0.0,MyStrategy,278,737507.0,Broker,278,20211.989924387497,20212.989924387497,BuySell,278,,,Trades - Net Profit/Loss,278,,,TimeReturn,278,-0.004101744969025933
279,,279,2020-03-24 00:00:00,2283.75,2473.25,2277.5,2409.25,1053374.0,0.0,MyStrategy,279,737508.0,Broker,279,20086.989924387497,20087.989924387497,BuySell,279,,,Trades - Net Profit/Loss,279,,,TimeReturn,279,-0.006184142003117676
280,,280,2020-03-25 00:00:00,2409.25,2564.25,2381.0,2457.25,1405258.0,0.0,MyStrategy,280,737509.0,Broker,280,20131.1344016125,20132.1344016125,BuySell,280,2345.285,,Trades - Net Profit/Loss,280,501.99027593750014,,TimeReturn,280,0.0021975557231543874
281,,281,2020-03-26 00:00:00,2457.25,2637.75,2404.5,2580.25,1108358.0,0.0,MyStrategy,281,737510.0,Broker,281,20254.1344016125,20255.1344016125,BuySell,281,,,Trades - Net Profit/Loss,281,,,TimeReturn,281,0.006109635349451414
282,,282,2020-03-27 00:00:00,2580.5,2607.75,2508.25,2521.75,897506.0,0.0,MyStrategy,282,737511.0,Broker,282,20195.6344016125,20196.6344016125,BuySell,282,,,Trades - Net Profit/Loss,282,,,TimeReturn,282,-0.002888156594771485
283,,283,2020-03-29 00:00:00,2467.75,2519.0,2449.75,2516.0,145159.0,0.0,MyStrategy,283,737513.0,Broker,283,20189.8844016125,20190.8844016125,BuySell,283,,,Trades - Net Profit/Loss,283,,,TimeReturn,283,-0.00028470090044019347
284,,284,2020-03-30 00:00:00,2516.25,2636.25,2497.75,2619.5,865297.0,0.0,MyStrategy,284,737514.0,Broker,284,20293.3844016125,20294.3844016125,BuySell,284,,,Trades - Net Profit/Loss,284,,,TimeReturn,284,0.00512607560626388
285,,285,2020-03-31 00:00:00,2619.25,2642.0,2528.5,2530.5,870921.0,0.0,MyStrategy,285,737515.0,Broker,285,20204.3844016125,20205.3844016125,BuySell,285,,,Trades - Net Profit/Loss,285,,,TimeReturn,285,-0.004385449602153368
286,,286,2020-04-01 00:00:00,2530.75,2533.25,2437.0,2484.75,889743.0,0.0,MyStrategy,286,737516.0,Broker,286,20158.6344016125,20159.6344016125,BuySell,286,,,Trades - Net Profit/Loss,286,,,TimeReturn,286,-0.002264247939591235
287,,287,2020-04-02 00:00:00,2485.0,2527.75,2427.5,2494.0,1048320.0,0.0,MyStrategy,287,737517.0,Broker,287,20167.8844016125,20168.8844016125,BuySell,287,,,Trades - Net Profit/Loss,287,,,TimeReturn,287,0.00045883768602772435
288,,288,2020-04-03 00:00:00,2494.0,2532.25,2451.5,2482.25,758123.0,0.0,MyStrategy,288,737518.0,Broker,288,20156.1344016125,20157.1344016125,BuySell,288,,,Trades - Net Profit/Loss,288,,,TimeReturn,288,-0.0005825805615238266
289,,289,2020-04-05 00:00:00,2486.0,2577.5,2486.0,2569.25,120402.0,0.0,MyStrategy,289,737520.0,Broker,289,20075.1428016125,20076.1428016125,BuySell,289,,2616.1625,Trades - Net Profit/Loss,289,74.07643861250016,,TimeReturn,289,-0.004018011607519134
290,,290,2020-04-06 00:00:00,2569.5,2671.25,2565.5,2630.5,737913.0,0.0,MyStrategy,290,737521.0,Broker,290,20131.780830762502,20132.780830762502,BuySell,290,2527.0175,,Trades - Net Profit/Loss,290,,-86.3017854249998,TimeReturn,290,0.0028211609027533058
291,,291,2020-04-07 00:00:00,2630.75,2751.75,2623.5,2648.25,1198408.0,0.0,MyStrategy,291,737522.0,Broker,291,20149.530830762502,20150.530830762502,BuySell,291,,,Trades - Net Profit/Loss,291,,,TimeReturn,291,0.0008816467108645476
292,,292,2020-04-08 00:00:00,2648.5,2755.25,2629.75,2736.5,958251.0,0.0,MyStrategy,292,737523.0,Broker,292,20237.780830762502,20238.780830762502,BuySell,292,,,Trades - Net Profit/Loss,292,,,TimeReturn,292,0.004379537231112174
293,,293,2020-04-09 00:00:00,2736.75,2812.5,2703.0,2789.75,1026996.0,0.0,MyStrategy,293,737524.0,Broker,293,20291.030830762502,20292.030830762502,BuySell,293,,,Trades - Net Profit/Loss,293,,,TimeReturn,293,0.002631087338969662
294,,294,2020-04-12 00:00:00,2809.75,2823.25,2720.5,2742.25,124805.0,0.0,MyStrategy,294,737527.0,Broker,294,20243.530830762502,20244.530830762502,BuySell,294,,,Trades - Net Profit/Loss,294,,,TimeReturn,294,-0.002340820413499034
295,,295,2020-04-13 00:00:00,2742.25,2801.25,2713.0,2798.75,765457.0,0.0,MyStrategy,295,737528.0,Broker,295,20300.030830762502,20301.030830762502,BuySell,295,,,Trades - Net Profit/Loss,295,,,TimeReturn,295,0.0027908772236966417
296,,296,2020-04-14 00:00:00,2798.75,2851.5,2783.25,2830.25,703133.0,0.0,MyStrategy,296,737529.0,Broker,296,20331.530830762502,20332.530830762502,BuySell,296,,,Trades - Net Profit/Loss,296,,,TimeReturn,296,0.0015516453456279056
297,,297,2020-04-15 00:00:00,2830.25,2837.75,2749.25,2762.25,898164.0,0.0,MyStrategy,297,737530.0,Broker,297,20263.530830762502,20264.530830762502,BuySell,297,,,Trades - Net Profit/Loss,297,,,TimeReturn,297,-0.0033443942894270107
298,,298,2020-04-16 00:00:00,2762.5,2888.0,2757.25,2878.25,994274.0,0.0,MyStrategy,298,737531.0,Broker,298,20379.530830762502,20380.530830762502,BuySell,298,,,Trades - Net Profit/Loss,298,,,TimeReturn,298,0.005724287473949596
299,,299,2020-04-17 00:00:00,2878.25,2886.75,2823.75,2870.5,829538.0,0.0,MyStrategy,299,737532.0,Broker,299,20371.780830762502,20372.780830762502,BuySell,299,,,Trades - Net Profit/Loss,299,,,TimeReturn,299,-0.00038026487456854774
300,,300,2020-04-19 00:00:00,2864.5,2878.5,2844.75,2874.0,117076.0,0.0,MyStrategy,300,737534.0,Broker,300,20375.280830762502,20376.280830762502,BuySell,300,,,Trades - Net Profit/Loss,300,,,TimeReturn,300,0.00017179785268761627
301,,301,2020-04-20 00:00:00,2873.75,2876.75,2775.25,2792.5,979563.0,0.0,MyStrategy,301,737535.0,Broker,301,20293.780830762502,20294.780830762502,BuySell,301,,,Trades - Net Profit/Loss,301,,,TimeReturn,301,-0.003999748564367911
302,,302,2020-04-21 00:00:00,2792.5,2810.25,2720.0,2741.0,1313206.0,0.0,MyStrategy,302,737536.0,Broker,302,20242.280830762502,20243.280830762502,BuySell,302,,,Trades - Net Profit/Loss,302,,,TimeReturn,302,-0.0025375982342187298
303,,303,2020-04-22 00:00:00,2741.25,2810.75,2730.75,2779.5,818445.0,0.0,MyStrategy,303,737537.0,Broker,303,20199.8956531375,20200.8956531375,BuySell,303,,2852.9112499999997,Trades - Net Profit/Loss,303,167.5014257625002,,TimeReturn,303,-0.002093789933526491
304,,304,2020-04-23 00:00:00,2779.75,2839.5,2758.0,2768.75,1099185.0,0.0,MyStrategy,304,737538.0,Broker,304,20210.6456531375,20211.6456531375,BuySell,304,,,Trades - Net Profit/Loss,304,,,TimeReturn,304,0.0005321546224774654
305,,305,2020-04-24 00:00:00,2769.0,2838.75,2757.75,2830.5,634733.0,0.0,MyStrategy,305,737539.0,Broker,305,20148.8956531375,20149.8956531375,BuySell,305,,,Trades - Net Profit/Loss,305,,,TimeReturn,305,-0.003055169334537311
306,,306,2020-04-26 00:00:00,2831.5,2849.25,2815.5,2846.75,91135.0,0.0,MyStrategy,306,737541.0,Broker,306,20158.614403687498,20159.614403687498,BuySell,306,2773.2675,,Trades - Net Profit/Loss,306,,-94.70821353749967,TimeReturn,306,0.00048232262426051165
307,,307,2020-04-27 00:00:00,2846.75,2885.75,2845.25,2859.5,662614.0,0.0,MyStrategy,307,737542.0,Broker,307,20171.364403687498,20172.364403687498,BuySell,307,,,Trades - Net Profit/Loss,307,,,TimeReturn,307,0.0006324525729850539
308,,308,2020-04-28 00:00:00,2859.75,2916.25,2854.0,2901.0,985758.0,0.0,MyStrategy,308,737543.0,Broker,308,20212.864403687498,20213.864403687498,BuySell,308,,,Trades - Net Profit/Loss,308,,,TimeReturn,308,0.002057269994211186
309,,309,2020-04-29 00:00:00,2901.0,2962.25,2883.0,2959.5,906128.0,0.0,MyStrategy,309,737544.0,Broker,309,20271.364403687498,20272.364403687498,BuySell,309,,,Trades - Net Profit/Loss,309,,,TimeReturn,309,0.002894053251357942
310,,310,2020-04-30 00:00:00,2959.25,2968.0,2856.0,2863.5,1174400.0,0.0,MyStrategy,310,737545.0,Broker,310,20175.364403687498,20176.364403687498,BuySell,310,,,Trades - Net Profit/Loss,310,,,TimeReturn,310,-0.004735510771626483
311,,311,2020-05-01 00:00:00,2863.5,2869.5,2814.5,2820.75,888306.0,0.0,MyStrategy,311,737546.0,Broker,311,20132.614403687498,20133.614403687498,BuySell,311,,,Trades - Net Profit/Loss,311,,,TimeReturn,311,-0.0021188158156077996
312,,312,2020-05-03 00:00:00,2795.75,2809.25,2773.5,2809.25,120009.0,0.0,MyStrategy,312,737548.0,Broker,312,20089.642042412503,20090.642042412503,BuySell,312,,2851.3887499999996,Trades - Net Profit/Loss,312,,-40.25180536249932,TimeReturn,312,-0.002134359008441389
313,,313,2020-05-04 00:00:00,2809.25,2850.75,2786.0,2844.75,809207.0,0.0,MyStrategy,313,737549.0,Broker,313,20054.142042412503,20055.142042412503,BuySell,313,,,Trades - Net Profit/Loss,313,,,TimeReturn,313,-0.0017669918126587136
314,,314,2020-05-05 00:00:00,2845.0,2892.25,2835.0,2863.0,799749.0,0.0,MyStrategy,314,737550.0,Broker,314,20035.892042412503,20036.892042412503,BuySell,314,,,Trades - Net Profit/Loss,314,,,TimeReturn,314,-0.0009099910617139662
315,,315,2020-05-06 00:00:00,2863.25,2889.0,2826.0,2852.75,890631.0,0.0,MyStrategy,315,737551.0,Broker,315,20020.559983437503,20021.559983437503,BuySell,315,2783.61,,Trades - Net Profit/Loss,315,,-72.02721012499937,TimeReturn,315,-0.0007651914749327027
